"name";"short_name";"address";"signature";"status";"type";"electoral_plenipotentiary";"financial_plenipotentiary";"range";"teryt"
"KOMITET WYBORCZY MIEJSKO-GMINNE ZRZESZENIE LUDOWYCH ZESPOŁÓW SPORTOWYCH W OŁAWIE";"KW LZS";"ul. Świętego Rocha 3, 55-200 Oława";"DWR-7502-2/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Krzysztof Bartyzel";"Bronisława Adamczyk";"woj. dolnośląskie";""
"KOMITET WYBORCZY MILICKA WSPÓLNOTA SAMORZĄDOWA";"KW MILICKA WSPÓLNOTA SAMORZĄDOWA";"Wszewilki 10, 56-300 Wszewilki";"DWR-7502-1/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Damian Stachowiak";"Henryk Marian Wachowiak";"woj. dolnośląskie";""
"KOMITET WYBORCZY MIŁOŚNIKÓW ZIEMI BIERUŃSKIEJ PORĄBEK W BIERUNIU";"KOMITET WYBORCZY ""PORĄBEK""";"ul. Warszawska 338, 43-155, Bieruń";"DKT-7502-6/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Jarosław Paweł Mokry";"Teresa Małgorzata Szymaszek";"woj. śląskie";""
"KOMITET WYBORCZY MOJE MIASTO";"KW MOJE MIASTO";"ul. Bohaterów Warszawy 104B, 44-280, Rydułtowy";"DBB-7502-2/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Adriana Klimanek";"Hanna Monika Kluger";"woj. śląskie";""
"KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI";"KW NARODOWEGO ODRODZENIA POLSKI";"ul. Kredytowa 6 lok. 22, 00-062 Warszawa";"ZPOW-7500-7/10";"Zarejestrowany";"Komitet wyborczy partii politycznej";"Adam Wojciech Gmurczyk";"Konrad Jerzy Bednarski";"Polska";""
"KOMITET WYBORCZY NASZA GMINA KORONOWO";"KW NASZA GMINA KORONOWO";"Stary Jasiniec 77, 86-010 Koronowo";"DBD-7502-2/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Krzysztof Bartłomiej Holka";"Waldemar Małaczyński";"woj. kujawsko-pomorskie";""
"KOMITET WYBORCZY NASZA GMINA SICIENKO";"KW NASZA GMINA SICIENKO";"Trzemiętowo 46, 86-014 Sicienko";"DBD-7502-1/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Agnieszka Zofia Sergot";"Marek Deptuła";"woj. kujawsko-pomorskie";""
"KOMITET WYBORCZY NASZE MIASTO PŁOCK";"KW NASZE MIASTO PŁOCK";"ul. Norbertańska 9, 09-402 Płock";"DPŁ.7502-4/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Sylwester Wiśniewski";"Dariusz Włodzimierz Skubiszewski";"woj. mazowieckie";""
"KOMITET WYBORCZY NASZE MIASTO - NASZ POWIAT";"KW NASZE MIASTO - NASZ POWIAT";"ul. Wesoła 19, 68-100 Żagań";"DZG-7502-9/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Andrzej Zygfryd Chodań";"Jadwiga Ludmiła Jastrzębska";"woj. lubuskie";""
"KOMITET WYBORCZY NASZ CIESZYN";"KW NASZ CIESZYN";"ul. Gen. J. Hallera 6/17, 43-400, Cieszyn";"DBB-7502-6/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Bronisław Franek";"Mariusz Paweł Wątor";"woj. śląskie";""
"KOMITET WYBORCZY ""NASZ DOM-RZESZÓW""";"KW ""NASZ DOM-RZESZÓW""";"ul. Podpromie 8a, 35-051, Rzeszów";"DRZ-7502-5/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Marcin Grzegorz Cichulski";"Agnieszka Ewelina Łokaj";"woj. podkarpackie";""
"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"KW NDP - SAMOOBRONA LEPPERA";"00-024 Warszawa, Al. Jerozolimskie 30 lok. 5";"ZPOW-7500-18/10";"Zarejestrowany";"Komitet wyborczy partii politycznej";"Bogdan Socha";"Halina Sikorska";"Polska";""
"KOMITET WYBORCZY NASZ SPORT I KULTURA";"KW NASZ SPORT I KULTURA";"ul.Kniaziewicza 45/22, 05-500 Piaseczno";"DWW-7502-24/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Andrzej Juliusz Lewandowski";"Mariusz Waldemar Gasiński";"woj. mazowieckie";""
"KOMITET WYBORCZY NA RZECZ ROZWOJU URSUSA";"KW NA RZECZ ROZWOJU URSUSA";"ul. Traktorzystów 28D, 02-495 Warszawa";"DWW-7502-22/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Beata Marzena Linek";"Krzysztof Kraszewski";"woj. mazowieckie";""
"KOMITET WYBORCZY NIESZAWSKIE STOWARZYSZENIE SAMORZĄDOWE ""WSPÓLNE GNIAZDO""";"KW N.S.S. ""WSPÓLNE GNIAZDO""";"ul. Leśna 2, 87-103 Mała Nieszawka, Wielka Nieszawka";"DTR-7502-2/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Jan Dąbrowski";"Paweł Borzęcki";"woj. kujawsko-pomorskie";""
"KOMITET WYBORCZY NIEZALEŻNYCH WYBORCÓW";"KWW NIEZALEŻNYCH WYBORCÓW";"ul.Gałachy 2, 05-170 Zakroczym";"DWW-75031-67/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Krzysztof Tomaszewski";"Krzysztof Tomaszewski";"gm. Zakroczym";"141406"
"KOMITET WYBORCZY OBYWATELSKIE FORUM SAMORZĄDOWE";"KW OBYWATELSKIE FORUM SAMORZĄDOWE";"ul. 3-Maja 3, 62-300 Września";"DKN-7502-6/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Marek Adam Zielnik";"Elżbieta Hofman-Wróbel";"woj. wielkopolskie";""
"KOMITET WYBORCZY OBYWATELSKI BLOK SAMORZĄDOWY";"KW OBS";"ul. Rynek 47, 58-200 Dzierżoniów";"DWB-7502-1/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Wanda Maria Ostrowska";"Andrzej Wacław Bronowicki";"woj. dolnośląskie";""
"KOMITET WYBORCZY OCHOTNICZA STRAŻ POŻARNA JEJKOWICE";"KOMITET WYBORCZY OSP JEJKOWICE";"ul. Poprzeczna 3A, 44-290, Jejkowice";"DKT-7502-5/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Eryk Weideman";"Piotr Śmieja";"woj. śląskie";""
"KOMITET WYBORCZY OCHOTNICZA STRAŻ POŻARNA W ŁUKOWICY";"KW OSP W ŁUKOWICY";"34-606 Łukowica 310";"DNS-7502-3/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Józef Pietrzak";"Janusz Iwan";"woj. małopolskie";""
"KOMITET WYBORCZY OCHOTNICZA STRAŻ POŻARNA W MĘCINCE";"KW OSP MĘCINKA";"Męcinka 72 A, 59-424 Męcinka";"DLG-7502-5/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Hubert Jan Babiarz";"Arkadiusz Marcin Mitek";"woj. dolnośląskie";""
"KOMITET WYBORCZY OCHOTNICZA STRAŻ POŻARNA W ROGALACH";"KW OSP ROGALE";"Rogale 39, 23-414 Majdan Stary";"DZM-7502-2/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Tomasz Rymarz";"Kazimierz Rosołowski";"woj. lubelskie";""
"KOMITET WYBORCZY OCHOTNICZA STRAŻ POŻARNA W WIELICHOWIE";"KW OCHOTNICZA STRAŻ POŻARNA  WIELICHOW0";"ul. Kościelna 2a, 64-050 Wielichowo";"DLS-7502-9/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Juliusz Franciszek Bednarczyk";"Halina Ciesielska";"woj. wielkopolskie";""
"KOMITET WYBORCZY OCHOTNICZA STRAŻ POŻARNA W WYMIARKACH";"KW OCHOTNICZA STRAŻ POŻARNA WYMIARKI";"ul. Leśna 1/a , 68-131 Wymiarki";"DZG-7502-16/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Mateusz Kowalski";"Danuta Kowalska";"woj. lubuskie";""
"KOMITET WYBORCZY OCHOTNICZEJ STRAŻY POŻARNEJ WE WŁOSANI";"KW OSP WŁOSAŃ";"32-031 Mogilany, Włosań, ul. Królowej Polski 49";"DKR-7504-10/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Adam Górszczak";"Zbigniew Janusz Kopcik";"woj. małopolskie";""
"KOMITET WYBORCZY OCHOTNICZEJ STRAŻY POŻARNEJ W GMINIE GASZOWICE";"KW OSP w GMINIE GASZOWICE";"ul. Rydułtowska 69, 44-293, Gaszowice";"DKT-7502-19/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Stanisław Kokot";"Jerzy Antoni Kasperzec";"woj. śląskie";""
"KOMITET WYBORCZY OCHOTNICZEJ STRAŻY POŻARNEJ W GROJCU";"KW OSP GROJEC";"32-566 Grojec, ul. Bartosza Głowackiego 26";"DKR-7504-8/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Ludwik Ciupek";"Stanisław Julian Sędzik";"woj. małopolskie";""
"KOMITET WYBORCZY OCHOTNICZEJ STRAŻY POŻARNEJ W ZAGNAŃSKU";"KW OSP W ZAGNAŃSKU";"ul. Chrusty 42, 26-050 Zagnańsk";"DKC1-7502-1/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Ryszard Jerzy Wawszczak";"Tomasz Wojciech Dąbrowski";"woj. świętokrzyskie";""
"KOMITET WYBORCZY OGÓLNOPOLSKA INICJATYWA OBYWATELSKA";"KW OGÓLNOPOLSKA INICJATYWA OBYWATELSKA";"ul.Warszawskie Przedmieście 15/43, 99-301, Kutno";"DSK-7502-3/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Stanisław Ciesielski";"Halina Świerczyńska";"woj. łódzkie";""
"KOMITET WYBORCZY OGÓLNOPOLSKIEGO STOWARZYSZENIA ""FRONT OBRONY SPRAWIEDLIWOŚCI""";"KW STOW. ""FRONT OBRONY SPRAWIEDLIWOŚCI""";"ul. Główna 138, 97-318, Czarnocin";"DPT-7502-3/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Ryszard Stępień";"Kazimierz Sobczak";"woj. łódzkie";""
"KOMITET WYBORCZY OGÓLNOPOLSKIEGO ZRZESZENIA EMERYTÓW I RENCISTÓW";"KW ZRZESZENIA EMERYTÓW I RENCISTÓW";"ul. Al. Najświętszej Maryi Panny 2, 42-200 Częstochowa";"DCZ-7502-6/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Romuald Bolesław Bryła";"Małgorzata Walentyna Miszczak";"woj. śląskie";""
"KOMITET WYBORCZY OPATOWSKIEGO STOWARZYSZENIA WYBORCÓW ""REGION ŚWIĘTOKRZYSKI""";"KW OSW ""REGION ŚWIĘTOKRZYSKI""";"ul. Legionów 18, 27-500 Opatów";"DKC2-7502-2/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Grzegorz Adam Gajewski";"Edmund Szymański";"woj. świętokrzyskie";""
"KOMITET WYBORCZY OSTROWIECKI RUCH SPOŁECZNY";"KW OSTROWIECKI RUCH SPOŁECZNY";"ul. Wspólna 5, 27-400 Ostrowiec Świętokrzyski";"DKC2-7502-10/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Barbara Irena Strojna";"Wiesława Ewa Frankiewicz-Walczak";"woj. świętokrzyskie";""
"KOMITET WYBORCZY PARTII DEMOKRATYCZNEJ";"KW PARTIA DEMOKRATYCZNA";"ul. Marszałkowska 2 lok. 4, 00-581 Warszawa";"ZPOW-7500-20/10";"Zarejestrowany";"Komitet wyborczy partii politycznej";"Wojciech Ożdżeński";"Marek Matczak";"Polska";""
"KOMITET WYBORCZY PARTNERSTWO NA RZECZ PIŁAWY";"KW PARTNERSTWO NA RZECZ PIŁAWY";"Zielona 9, 58-240 Piława Górna";"DWB-7502-2/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Leszek Józef Makowski";"Karol Praski";"woj. dolnośląskie";""
"KOMITET WYBORCZY PASŁĘCZANIE";"KW PASŁĘCZANIE";"JAGIEŁŁY 27   14-400 PASŁĘK";"DEL-7503-91/10";"Zarejestrowany";"Komitet wyborczy organizacji";"WIESŁAW GRZEGORZ ŚNIECIKOWSKI";"PAWEŁ MARIA CHOMNICKI";"woj. warmińsko-mazurskie";""
"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"KW PLATFORMA OBYWATELSKA RP";"ul. Andersa 21, 00-159 Warszawa";"ZPOW-7500-10/10";"Zarejestrowany";"Komitet wyborczy partii politycznej";"Grzegorz Wójtowicz";"Andrzej Włodzimierz Wyrobiec";"Polska";""
"KOMITET WYBORCZY PODHALAŃSKA WSPÓLNOTA SAMORZĄDOWA";"KW PODHALAŃSKA WSPÓLNOTA SAMORZĄDOWA";"ul. Ogrodowa 8, 34-400 Nowy Targ";"DNS-7502-8/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Marcin Paweł Ozorowski";"Jakub Marek Swalarz";"woj. małopolskie";""
"KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80";"KOMITET WYBORCZY PPP - Sierpień 80";"Al. Wyzwolenia 18, 00-570 Warszawa";"ZPOW-7500-5/10";"Zarejestrowany";"Komitet wyborczy partii politycznej";"Janusz Stefan Anioł";"Zbigniew Stanisław Śniadecki";"Polska";""
"KOMITET WYBORCZY POLSKA PATRIOTYCZNA";"KOMITET WYBORCZY POLSKA P.";"ul. Partyzantów 9/1, 21-050 Piaski";"ZPOW-7500-1/10";"Zarejestrowany";"Komitet wyborczy partii politycznej";"Ryszard Walenty Jarznicki";"Ryszard Boreczek";"Polska";""
"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"KW POLSKIE STRONNICTWO LUDOWE";"ul. Kopernika 36/40, 00-924 Warszawa";"ZPOW-7500-4/10";"Zarejestrowany";"Komitet wyborczy partii politycznej";"Józef Szczepańczyk";"Henryk Cichecki";"Polska";""
"KOMITET WYBORCZY POROZUMIENIE DLA BYTOMIA";"KW PdB";"ul.Powstańców Warszawskich 34/5,41-902, Bytom";"DKT-7502-17/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Aleksandra Józefa Zborowska";"Lidia Barbara Szołtys";"woj. śląskie";""
"KOMITET WYBORCZY POROZUMIENIE NA PLUS";"KW POROZUMIENIE NA PLUS";"ul. 30 stycznia 4, 83-110, Tczew";"DGD-7502-3/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Zenon Bronisław Drewa";"Rafał Arkadiusz Etmański";"woj. pomorskie";""
"KOMITET WYBORCZY POROZUMIENIE OBYWATELI KONSTANCINA- JEZIORNY";"KW POROZUMIENIE OBYWATELI K-J";"ul. Potulickich 27, 05-510 Konstancin-Jeziorna";"DWW-7502-28/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Mariusz Michał Bochyński";"Anna Izabela Błażejewska";"woj. mazowieckie";""
"KOMITET WYBORCZY POROZUMIENIE OBYWATELSKIE";"KW POROZUMIENIE OBYWATELSKIE";"UL. KILIŃSKIEGO 17, 98-220 ZDUŃSKA WOLA";"DSR-7503-113/10";"Zarejestrowany";"Komitet wyborczy organizacji";"MARIUSZ KUBIAK";"DOROTA DANUTA PIERZAK";"woj. łódzkie";""
"KOMITET WYBORCZY POROZUMIENIE OBYWATELSKIE ""PRZYMIERZE DLA ŁUKOWA""";"KW PRZYMIERZE DLA ŁUKOWA";"DMOCHA 7/16, 21-400, ŁUKÓW";"DBP-7502-1/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Tomasz Tryboń";"Bożena Małgorzata Tryboń";"woj. lubelskie";""
"KOMITET WYBORCZY POROZUMIENIE PODKRAKOWSKIE";"KW POROZUMIENIE PODKRAKOWSKIE";"32-080 Zabierzów, ul. Szkolna 2";"DKR-7504-3/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Adam Bernard Wójcik";"Andrzej Tutajewski";"woj. małopolskie";""
"KOMITET WYBORCZY POROZUMIENIE PONAD PODZIAŁAMI RAZEM";"KW POROZUMIENIE PONAD PODZIAŁAMI RAZEM";"UL. PRZEMYSŁOWA 37, 98-220 ZDUŃSKA WOLA";"DSR-7503-28/10";"Zarejestrowany";"Komitet wyborczy organizacji";"JAROSŁAW MARKOWSKI";"JACEK ANDRZEJ GROBELNY";"woj. łódzkie";""
"KOMITET WYBORCZY POROZUMIENIE SAMORZĄDOWE";"KW POROZUMIENIE SAMORZĄDOWE";"ul. Husarska 12, 05-120 Legionowo";"DWW-7502-14/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Leszek Smuniewski";"Gerard Tadeusz Leszko";"woj. mazowieckie";""
"KOMITET WYBORCZY POROZUMIENIE SAMORZĄDOWE";"KW POROZUMIENIE SAMORZĄDOWE";"ul. Osiedle Młodych 1, 39-120, Sędziszów Małopolski";"DRZ-7502-1/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Stanisław Ziemiński";"Józef Wątróbski";"woj. podkarpackie";""
"KOMITET WYBORCZY POROZUMIENIE SAMORZĄDOWE BOLKÓW 2002";"KW POROZUMIENIE SAMORZĄDOWE BOLKÓW 2002";"ul.Rynek 9, 59-420 Bolków";"DLG-7502-6/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Ryszard Zdzisław Bożek";"Mieczysław Feliks Chaczko";"woj. dolnośląskie";""
"KOMITET WYBORCZY ""POROZUMIENIE SAMORZĄDOWE BUSKO-ZDRÓJ""";"KW POROZUMIENIE SAMORZĄDOWE BUSKO-ZDRÓJ";"ul. Wojska Polskiego 35, 28-100 Busko-Zdrój";"DKC2-7502-5/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Michał Grzegorz Maroński";"Marcin Bębenek";"woj. świętokrzyskie";""
"KOMITET WYBORCZY ""POROZUMIENIE SAMORZĄDOWE PIŃCZÓW""";"KW ""POROZUMIENIE SAMORZĄDOWE PIŃCZÓW""";"ul. Wolności 14, 28-400 Pińczów";"DKC2-7502-3/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Artur Zbigniew Bednarz";"Arleta Urszula Fijałkowska";"woj. świętokrzyskie";""
"KOMITET WYBORCZY POROZUMIENIE SAMORZĄDOWE ""ROZWÓJ I PRZYSZŁOŚĆ""";"KW POROZUMIENIE SAMORZĄDOWE RiP";"ul. Kaliska 61, 62-700 Turek";"DKN-7502-4/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Maciej Karol Bednarek";"Urszula Pietrzak";"woj. wielkopolskie";""
"KOMITET WYBORCZY POROZUMIENIE SAMORZĄDOWE SZCZERBIEC";"KW POROZUMIENIE SAMORZĄDOWE SZCZERBIEC";"ul. Mościckiego 42, 05-082 Lipków";"DWW-7502-12/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Marek Paweł Pilaszek";"Magdalena Kordek";"woj. mazowieckie";""
"KOMITET WYBORCZY POROZUMIENIE SAMORZĄDOWO-GOSPODARCZE";"KW POROZUMIENIE SAMORZĄDOWO-GOSPODARCZE";"ul. 1 Maja 5, 26-500 Szydłowiec";"DRD-7502/2/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Julian Włodarczyk";"Cezary Sierawski";"woj. mazowieckie";""
"KOMITET WYBORCZY POROZUMIENIE SAMORZĄDOWO-GOSPODARCZE W MIELCU";"KW PSG W MIELCU";"ul. Kossaka 6/12, 39-300 Mielec";"DTG-7502-1/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Tadeusz Jan Matuszkiewicz";"Halina Danuta Kazimierczak";"woj. podkarpackie";""
"KOMITET WYBORCZY POROZUMIENIE ZIEMIA KOŚCIAŃSKA";"KW POROZUMIENIE ZIEMIA KOŚCIAŃSKA";"Al. Kościuszki 15, 64-000 Kościan";"DLS-7502-1/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Edward Strzymiński";"Jolanta Grześkowiak";"woj. wielkopolskie";""
"KOMITET WYBORCZY POWIATOWE STOWARZYSZENIE IDZIEMY RAZEM";"KW IDZIEMY RAZEM";"ul. Irysowa 10, 72-300, Gryfice";"DSZ-7503-71/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Sławomir Michał Nowak";"Małgorzata Katarzyna Sać";"woj. zachodniopomorskie";""
"KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ";"KW PRAWICA RZECZYPOSPOLITEJ";"ul. Wałowa 1A, 37-450 Stalowa Wola";"ZPOW-7500-9/10";"Zarejestrowany";"Komitet wyborczy partii politycznej";"Lech Marek Łuczyński";"Piotr Zbigniew Cichoń";"Polska";""
"KOMITET WYBORCZY PRAWORZĄDNOŚĆ I ROZWÓJ";"KW PRAWORZĄDNOŚĆ I ROZWÓJ";"ul. Marii Konopnickiej 83, 44-370, Pszów";"DBB-7502-1/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Paweł Kołodziej";"Andrzej Józef Ucherek";"woj. śląskie";""
"KOMITET WYBORCZY ""PRAWORZĄDNY POWIAT MIASTO I GMINA""";"KW ""PRAWORZĄDNY POWIAT MIASTO I GMINA""";"ul. Warecka 15c, 26-903 Głowaczów";"DRD-7502/1/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Danuta Małaśnicka";"Janina Kościołek";"woj. mazowieckie";""
"KOMITET WYBORCZY PRAWORZĄDNY SULECHÓW";"KW PRAWORZĄDNY SULECHÓW";"ul.Krzywa 3, 66-100 Sulechów";"DZG-7502-5/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Stanisław Kaczmar";"Jacek Piotr Wykręt";"woj. lubuskie";""
"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";"ul. Nowogrodzka 84/86, 02-018 Warszawa";"ZPOW-7500-12/10";"Zarejestrowany";"Komitet wyborczy partii politycznej";"Krzysztof Sobolewski";"Stanisław Kostrzewski";"Polska";""
"KOMITET WYBORCZY PRZYMIERZA NARODU POLSKIEGO";"KW PRZYMIERZA NARODU POLSKIEGO";"Al. Piłsudskiego 8-10 lok. 9, 35-074 Rzeszów";"ZPOW-7500-15/10";"Zarejestrowany";"Komitet wyborczy partii politycznej";"Jan Franciszek Krzanowski";"Maria Antonina Wyroba";"Polska";""
"KOMITET WYBORCZY ""PRZYMIERZE DLA ZIEMI ŁUKOWSKIEJ""";"KW ""PRZYMIERZE DLA ZIEMI ŁUKOWSKIEJ""";"Warszawska 9, 21-400, Łuków";"DBP-7502-2/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Janusz Tadeusz Kozioł";"Michał Henryk Zarzycki";"woj. lubelskie";""
"KOMITET WYBORCZY RACIBORSKIE STOWARZYSZENIE SAMORZĄDOWE NASZE MIASTO";"KW RSS NASZE MIASTO";"ul. Słowackiego 38/14, 47-400, Racibórz";"DKT-7502-9/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Piotr  Krzysztof Dominiak";"Krzysztof Adam Melnarowicz";"woj. śląskie";""
"KOMITET WYBORCZY RACJI POLSKIEJ LEWICY";"KW RACJA PL";"ul. Emilii Plater 55/81, 00-113 Warszawa";"ZPOW-7500-6/10";"Zarejestrowany";"Komitet wyborczy partii politycznej";"Krzysztof Andrzej Mróź";"Zbigniew Skarżyński";"Polska";""
"KOMITET WYBORCZY RADOMSZCZAŃSKIE POROZUMIENIE SPOŁECZNE";"KW RADOMSZCZAŃSKIE POROZUMIENIE SPOŁECZ.";"ul. Sanicka 114, 97-500, Radomsko";"DPT-7502-2/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Agnieszka Zofia Zaremba";"Ryszard Pawełoszek";"woj. łódzkie";""
"KOMITET WYBORCZY ""RAZEM DLA POWIATU""";"KW ""RAZEM DLA POWIATU""";"Wyszyńskiego 54/6, 21-400, Łuków";"DBP-7502-3/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Henryk Marek Lipiec";"Agata Monika Domańska";"woj. lubelskie";""
"KOMITET WYBORCZY ""RAZEM DLA RADOMSKA""";"KW ""RAZEM DLA RADOMSKA""";"ul. Reymonta 16, 97-500, Radomsko";"DPT-7502-6/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Małgorzata Kańska-Kipigroch";"Izabela Maria Michnowska";"woj. łódzkie";""
"KOMITET WYBORCZY RAZEM DLA ZIEMI MIELECKIEJ";"KW RAZEM DLA ZIEMI MIELECKIEJ";"ul. Kościuszki 25, 39-300 Mielec";"DTG-7502-3/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Łukasz Jerzy Gajdowski";"Tomasz Róg";"woj. podkarpackie";""
"KOMITET WYBORCZY RUCH AUTONOMII ŚLĄSKA";"KW RUCH AUTONOMII ŚLĄSKA";"ul. Dąbrówki 13/401, 40-081 Katowice";"ZPOW-7502-1/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Mirella Barbara Dąbek";"Sebastian Zbigniew Motoszko";"woj. opolskie, woj. śląskie";""
"KOMITET WYBORCZY RUCH DEMOKRACJI LOKALNEJ";"KW RUCH DEMOKRACJI LOKALNEJ";"ul. Findera 6/19, 44-310, Radlin";"DBB-7502-7/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Gabriela Kluger-Lenert";"Marzanna Gołdyn";"woj. śląskie";""
"KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO";"KW RUCH PRZEŁOMU NARODOWEGO";"03-735 Warszawa, ul. Ząbkowska 38A";"ZPOW-7502-4/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Stefan Władysław Stępkowski";"Krzysztof Kawęcki";"Polska";""
"KOMITET WYBORCZY ""RUCH SAMORZĄDOWY IM. PROF. MARIANA FALSKIEGO W KUŹNICY GRABOWSKIEJ""";"KW Ruch Samorządowy im. prof M Falskiego";"Kuźnica Grabowska 114, 63-522 Kraszewice";"DKL-750-6/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Halina Franciszka Raszewska";"Stanisława Grabowska";"woj. wielkopolskie";""
"KOMITET WYBORCZY RUCH ŚLĄZAKÓW-ŚWIĘTOCHŁOWICE";"KW RUCH ŚLĄZAKÓW-ŚWIĘTOCHŁOWICE";"ul. Katowicka 40, 41-600, Świętochłowice";"DKT-7502-4/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Gabriela Jadwiga Bugaj-Miętkiewicz";"Danuta Elżbieta Kuźniciusz";"woj. śląskie";""
"KOMITET WYBORCZY SAMOOBRONA PATRIOTYCZNA";"KW SAMOOBRONA P";"26-903 Brzóza, ul. Radomska 17";"ZPOW-7500-14/10";"Zarejestrowany";"Komitet wyborczy partii politycznej";"Wojciech Bolesław Węgrzycki";"Jacek Witold Puzianowski";"Polska";""
"KOMITET WYBORCZY SAMORZĄDNY OŚWIĘCIM";"KW SAMORZĄDNY OŚWIĘCIM";"32-600 Oświęcim, Rynek Główny 2";"DKR-7504-6/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Szczerbowski Michał";"Jerzy Aleksander Stachoń";"woj. małopolskie";""
"KOMITET WYBORCZY SAMORZĄDOWA AKCJA WYBORCZA";"KW SAMORZĄDOWA AKCJA WYBORCZA";"ul. Spokojna 7, 63-900 Rawicz";"DLS-7502-5/10";"Zarejestrowany";"Komitet wyborczy organizacji";"Zygmunt Józef Wolny";"Jolanta Lipowczyk";"woj. wielkopolskie";""
"KOMITET WYBORCZY SAMORZĄDOWE FORUM ZIEMI KOZIENICKIEJ";"KW SAMORZĄDOWE FORUM ZIEMI KOZIENICKIEJ";"KOZIENICE UL. LANGIEWICZA 27, 26-900 KOZIENICE";"DRD-7502/7/10";"Zarejestrowany";"Komitet wyborczy organizacji";"ANETA SZEWC";"TADEUSZ SAŁEK";"woj. mazowieckie";""
